OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2010,HA_90_10,HA_70_90,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,DISAB_ONE,DISAB_TWOMOR,DISAB_ANY,DIS_HEAR,DIS_VIS,DIS_COG,DIS_AMB,DIS_SLFCARE,POP_18OV,DIS_INDPLIV,DIS_UND18,DIS_18_64,DIS_65_75,DIS_75OV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,GlobalID
56,56,Garfield Ridge,36101,34513,35439,12236,2.87258908139915,36401,2083,6949,6388,7469,7478,3537,1717,780,40.1680384087791,13910,20311,1161,586,433,36130,29188,18646,17717,929,10542,17328,1308,16020,12339,1883,1321,403,74,538010,1005,4252,5101,2375,25712,4177,8250,4760,2232,3989,2304,1592,2248,1716,1318,3233,2626,90373.6722306525,37982.9847806379,12733,10762,1971,452,13185,11111,269,480,589,293,204,198,41,6.0690626035111,42,671,1613,9161,1698,1956.87612029476,569,3081,6627,2173,735,754,6337,3376,218,272228.398983482,1673,46,358,968,282,19,1197.66910420475,11417,1263,1316,11089,10797,1644,2174,1889,4063,926,779,1013,2200,1050,27766,1645,179,2230,713,941,14824,Education,Health Care,Public Administration,Retail Trade,Manufacturing,1878,1688,1583,1455,1434,11941,Transportation,Accommodation and Food Service,Administration,Retail Trade,Manufacturing,5535,1299,1194,1168,568,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,6320,3720,730,625,578,Outside of Chicago,Garfield Ridge,Clearing,West Lawn,Chicago Lawn,7148,578,230,194,173,,,,15833.2454243,,,,,,,,,,2706.40771539636,1032.72711454064,0.381585933510906,59.3976045792121,0.0219470275085708,14.5234708704138,0.00536632776643072,100.373065471788,0.0370871930717537,55.4177007000008,0.0204764789816175,114.630137127266,0.0423550880656865,1208.45690297319,0.446516944249921,0,0,44.1344922625929,0.0163074070516125,76.7472268712547,0.0283575997935015,3326,3533,1959,3915,8940,619,3793,1055,8,30,1017,2657,799,676,1182,1593,627,391,575,7044,5039,1635,370,27530,8871,34318,18110,6957,16208,13691,3353,168,116,156,69,51,431,75,24878,5948,4419,328,528,,,,,,,,,,,,,,,,,,,,,,,,,70c24f8f-88b5-4222-a118-53ab1ea16033
57,57,Archer Heights,12644,13393,14196,4163,3.40331491712707,13867,761,3082,3293,2406,2270,1172,589,294,34.0837104072398,2042,11089,3,679,54,13855,11019,6639,5759,880,4380,5593,164,5429,3285,1083,731,291,39,180185,1054,1454,1234,708,8810,2205,3864,1437,402,656,246,942,1115,630,450,742,571,57500,25178.5825340737,4450,2984,1466,323,4773,2329,94,1268,886,85,89,22,0,5.42682020802377,38,211,384,2727,1413,1952.07882069795,518,1687,1737,387,444,408,2050,462,59,234718.586387435,1434,22,868,506,38,0,929.959514170041,3594,382,856,3380,3228,1070,393,451,844,152,301,212,548,288,10443,461,17,334,143,350,4331,Manufacturing,Health Care,Retail Trade,Administration,Accommodation and Food Service,621,520,486,393,392,9005,Manufacturing,Transportation,Retail Trade,Wholesale Trade,Other Service,3198,2185,952,907,390,Outside of Chicago,The Loop,Near North Side,Archer Heights,Near West Side,1634,586,251,250,238,Outside of Chicago,Archer Heights,Chicago Lawn,Gage Park,South Lawndale,4898,250,235,231,224,,,,12513.3128447,,,,,,,,,,1283.79336729931,167.130808589437,0.130185131693761,69.9480235191476,0.0544854221098648,9.62929984747743,0.00750066178308305,71.6250941170076,0.0557917620868254,37.9627051569754,0.0295707285330791,333.656965249532,0.259899274874304,556.719171608986,0.433651696440951,0,0,15.0050456492718,0.0116880535695847,22.1162535614737,0.0172272689085465,1386,1137,448,1479,2948,281,1502,413,7,0,406,1618,112,435,1071,624,252,240,132,1763,1304,383,76,8044,5823,13106,10921,5348,2185,9395,922,530,0,0,0,11,63,0,6752,5485,74,48,285,,,,,,,,,,,,,,,,,,,,,,,,,298b47c9-f742-42af-80d8-b1f599f5efd3
58,58,Brighton Park,44912,45368,45053,13592,3.31356680400235,42243,2638,9432,10929,7285,7521,2859,1249,330,32.3667601683029,3179,33789,608,4376,291,42229,32266,20543,18560,1956,11723,17629,910,16719,10371,3131,2661,320,236,526030,2020,5384,3762,1939,26730,7867,10031,3584,1632,2569,1047,2574,3713,2375,1574,1661,1208,52144.5880452342,22360.7263925384,13105,6565,6540,1075,14180,4065,431,6499,2541,407,84,111,42,5.56335335882032,203,743,1218,4077,7939,1934.65297896461,1443,5963,4548,1551,675,953,4195,1130,281,221960.851648352,6284,112,3250,2480,442,0,981.893004115226,11757,1726,1348,10946,10387,2159,2594,1601,4195,900,972,1051,1929,654,31443,1369,635,2293,745,522,11917,Manufacturing,Health Care,Accommodation and Food Service,Retail Trade,Administration,1610,1537,1363,1313,1116,5484,Manufacturing,Administration,Retail Trade,Other Service,Accommodation and Food Service,1371,987,740,627,541,Outside of Chicago,The Loop,Near North Side,Near West Side,Brighton Park,4506,1497,663,660,510,Outside of Chicago,Brighton Park,Gage Park,South Lawndale,New City,2415,510,202,186,169,,,,12869.7206178,,,,,,,,,,1742.2329895248,249.048907105681,0.142948106598309,303.47222925133,0.174185789774365,27.0555257423131,0.0155292236486077,99.6302927604461,0.057185401355315,51.6158498027211,0.0296262613054982,248.45068578164,0.142604741888974,698.931224927025,0.401169779891299,0,0,8.00841617750969,0.00459663904062223,56.019857976136,0.0321540564970105,2685,2744,2761,4915,9821,1582,3284,1177,0,0,1177,4732,407,1127,3198,2358,1126,729,503,4350,3497,600,253,24967,17276,39605,32624,16446,6981,28056,109,3444,80,149,15,337,194,240,8300,34409,221,1288,694,,,,,,,,,,,,,,,,,,,,,,,,,c3ffa55a-010c-4648-8f79-18773d1281ff
59,59,McKinley Park,15962,15612,15923,5538,2.86926688335139,15479,686,2766,3447,3086,3668,1040,576,210,39.4423890063425,2211,8514,279,4265,210,15440,12803,9131,8426,705,3672,8337,881,7456,4296,1057,1807,255,41,223755,685,2338,1945,646,11033,2599,3110,1696,541,1815,1272,704,1340,912,675,1118,865,70410.6776180698,32105.5627624524,5614,3782,1832,401,6015,2163,329,2191,965,226,34,76,31,5.90144665461121,396,663,480,940,3536,1932.52686651584,402,2113,2397,416,687,376,1842,1325,239,278655.352480418,1711,13,596,727,375,0,1148.85265700483,5397,615,217,5131,5025,483,898,937,1835,539,454,639,869,289,12462,720,59,996,296,484,5271,Health Care,Accommodation and Food Service,Retail Trade,Manufacturing,Education,715,629,533,509,471,4922,Administration,Retail Trade,Wholesale Trade,Manufacturing,Accommodation and Food Service,1793,846,743,557,230,Outside of Chicago,The Loop,Near North Side,Near West Side,Armour Square,1660,1019,386,357,192,Outside of Chicago,McKinley Park,Brighton Park,Chicago Lawn,South Lawndale,2534,124,122,109,99,,,,13582.2815941,,,,,,,,,,905.211321524979,128.713895256024,0.142192096138594,106.636451936555,0.11780282614772,11.1581295463826,0.0123265466096744,61.4554697951922,0.067890743668186,21.9734823450609,0.0242744228033328,137.692569945785,0.152110967540507,319.125107988976,0.352542108566823,0,0,3.98633906000055,0.00440376624243376,114.469875651003,0.12645652228273,1548,1401,1140,1525,3640,387,1974,491,0,0,491,1435,224,172,1039,874,352,214,308,2618,2090,353,175,9444,6035,14793,9962,5163,4831,6298,126,3164,66,0,25,64,176,43,4607,9819,116,1212,208,,,,,,,,,,,,,,,,,,,,,,,,,8e5736c4-1c08-442f-b6f1-62dab36fcc13
60,60,Bridgeport,33694,31977,33702,13339,2.52380238398681,33185.9836065574,1529.32786885246,4695.93442622951,8854.59836065574,6925.90163934426,5987.22131147541,3515.64754098361,1059.67213114754,617.680327868852,37.8932759490814,11404.7704918033,6910.86885245902,941,13276.3442622951,653,33149.5292439372,28166.0906364545,19446.2225924692,18169.3115628124,1270.91102965678,8719.86804398534,17783.8513828724,2281.85104965012,15502.0003332223,8587.57847384205,2693.51549483506,2847.26624458514,935.925024991669,437.715094968344,473651.536154615,2422.54095409541,6200.80288028803,4034.89828982898,939.351935193519,25043.5327868852,4435.59016393443,6301.32786885246,3490.02459016393,1171.32786885246,5839.55737704918,3805.70491803279,2498.07417974322,2095.98858773181,2553.74322396576,1775.67332382311,2296.76890156919,2379.5335235378,72159.1035281272,38718.070148122,13599.7817403709,6910.5450928382,6690.09549071618,777.801711840228,14378.5265251989,4306.97214854111,668.965517241379,4042.79708222812,3101.66710875332,1402.64190981432,145,698.48275862069,12,5.48693988732943,828.900530503979,2376.07029177719,1118.87135278515,2283.07559681698,7771.60875331565,1936.25337874563,1850.52785145889,5362.11538461538,5431.81830238727,1273.34350132626,460.721485411141,486,1598.03138373752,2818.69900142653,1978.1754636234,383138.337218392,6420.23965763195,153,1184.61483594864,3326.12268188302,1689.12268188302,67.379457917261,1230.93138486418,12918.7817403709,1130.43794579173,681,12775.1241084165,12548.1241084165,824.657631954351,1989.49583472176,1569.61579473509,3559.11162945685,1022.76574475175,765.820059980007,1132.35054981673,1556.85571476175,568.565144951683,27496.7354215262,1363.07130956348,108.910029990003,1703.3205598134,814.880039986671,932.000999666778,12580,Health Care,Accommodation and Food Service,Education,Professional,Retail Trade,1800,1419,1221,1098,1067,4753,Manufacturing,Health Care,Retail Trade,Accommodation and Food Service,Wholesale Trade,1511,465,434,429,400,Outside of Chicago,The Loop,Near North Side,Near West Side,Bridgeport,3991,2631,940,904,572,Outside of Chicago,Bridgeport,Brighton Park,New City,McKinley Park,1769,572,180,127,114,,,,11931.7273451,,,,,,,,,,1338.15470402863,264.157033536861,0.197403956912899,222.541602719017,0.166304839081039,30.8430522890348,0.023048943590886,57.7799276392846,0.0431788099427764,34.4576603756951,0.025750132082604,123.823339804074,0.0925329032818795,492.373561698384,0.367949655010777,0,0,47.6570649371284,0.0356140174179059,64.5214610291539,0.0482167426792331,4217.26105563481,4352.61340941512,2737.70470756063,2292.20256776034,7870.6547788873,802.507845934379,5729.12696148359,1340.20342034203,13,87,1240.20342034203,2831.20522052205,159.81098109811,480,2191.39423942394,2553.28442844284,562,1261.500450045,729.78397839784,6379.23762376238,4696.51845184518,1072.44824482448,610.270927092709,21335.008997001,11846.2392535821,31652.0326557814,17136.3415528157,9331.75841386205,14515.6911029657,4565.96634455182,241.320559813396,10391.7340886371,115,244,84,477.085304898367,914.235254915028,103,13819,10165,354,8808,548,,,,,,,,,,,,,,,,,,,,,,,,,d1fa51da-6f5e-49e4-a57f-647dbcbf673a
61,61,New City,51721,44377,43628,13813,3.13617606602476,40970.5903614458,2617.78313253012,9576.06024096386,8543.86746987952,9032.63855421687,6125.25301204819,3145.4578313253,1582.43373493976,347.096385542169,34.4508330362573,4068,27401.4819277108,8127.84337349398,964.265060240964,409,40664.0824524313,31157.5559481743,19223.1472320377,16677.9093050648,2545.23792697291,11934.4087161366,16111.6725559482,1362.93757361602,14748.7349823322,8659.33097762073,2329.05182567727,2880.47467608952,560.5382803298,319.339222614841,523621.560659599,3398.58344283837,5732.17739816032,3531.70105124836,1213.061760841,25614.4939759036,7853.59036144578,9251.79518072289,4197.34939759036,1525.59036144578,1714.32530120482,1071.84337349398,4624.49471458774,3395.98308668076,1728.15433403805,1492.15010570825,1305.66596194503,1328.75898520085,40959.3735489671,21621.701294993,13875.2071881607,5214.60674157303,8662.6329588015,2082.67019027484,15960.1722846442,4470.40823970037,229.666666666667,5624.30711610487,3348.73782771536,1089.92883895131,130.123595505618,668,399,5.63951148161182,126.269662921348,1784.53558052434,1185.92883895131,3462.24719101124,9401.19101123595,1932.44188918609,1446.14981273408,5986.47565543071,6099.50561797753,1718.04119850187,710,2078.044397463,2141.98731501057,715.238900634249,244.361522198732,178048.08727911,8308.57505285412,507.247357293869,4300.51162790698,2726.13742071882,727.678646934461,47,942.990993782519,12006.6342494715,2411.50739957717,1868.57293868922,11671.6342494715,10941.7970401691,2203.57293868922,2185.39458186101,2670.17432273263,4855.56890459364,861.716136631331,1013.11896348645,1846.23557126031,3075.1531213192,1050.6160188457,29841.3180212014,2178.65488810365,276,2958.85276796231,881.237926972909,739.478209658422,11648,Health Care,Retail Trade,Manufacturing,Administration,Accommodation and Food Service,1537,1391,1263,1205,1041,11482,Manufacturing,Wholesale Trade,Retail Trade,Other Service,Transportation,4613,1957,1011,718,550,Outside of Chicago,The Loop,New City,Near West Side,Near North Side,4762,1560,610,602,593,Outside of Chicago,New City,Brighton Park,Chicago Lawn,Gage Park,5388,610,356,307,239,,,,10726.858219,,,,,,,,,,3090.78036346304,246.984736947275,0.0799101546868064,319.843308994127,0.103483027385279,30.1846229281968,0.00976602002685714,164.092402002589,0.0530909293789913,95.5403766027453,0.0309114092130759,758.445066571274,0.245389506008599,1096.60376459995,0.354798347227516,0,0,84.909078694663,0.0274717284017967,294.177006122219,0.0951788776710782,4172.86469344609,2991.54334038055,2167.56871035941,4543.23044397463,8928.34249471459,2464.40169133192,4946.86469344609,2596.89750328515,15,104,2477.89750328515,4550.08869908016,545.441524310118,867.587385019711,3137.05978975033,1704.04533508541,764.195137976347,547.540078843627,392.31011826544,4118.98685939553,3380.77923784494,628.683968462549,109.523653088042,30106.1931684334,10850.8998822144,38341.2603062426,22908.1943462898,11614.4416961131,15433.0659599529,21604.4110718492,357.934040047114,751.849234393404,9,0,0,9,115,61,6789,25948,18252,146,586,,,,,,,,,,,,,,,,,,,,,,,,,6bf9ba5c-6508-48b6-9ee8-1454e90449c5
62,62,West Elsdon,15921,18109,18394,5258,3.49543552681628,18366,1107,4111,3900,3661,3080,1312,940,255,35.2878653675819,2627,14917,129,679,14,18353,14081,9139,8209,930,4942,8032,428,7604,4789,1323,1038,253,201,276090,747,1798,1726,1275,11914,3176,3812,2047,785,1312,782,997,1248,887,748,793,873,64441.1764705882,27702.6271371012,5546,4010,1536,235,5781,3973,86,756,543,324,38,0,61,6.13563829787234,73,234,525,4251,698,1955.00968241673,235,1883,2172,1162,329,427,2878,649,56,230817.378497791,1536,8,612,756,160,0,1112.12121212121,4541,227,1005,4569,4385,977,1094,601,1695,459,228,657,588,290,13631,534,155,849,320,371,6273,Manufacturing,Health Care,Retail Trade,Administration,Accommodation and Food Service,818,721,709,590,521,1402,Retail Trade,Accommodation and Food Service,Finance,Health Care,Wholesale Trade,525,232,150,104,97,Outside of Chicago,The Loop,Near West Side,Near North Side,Archer Heights,2654,959,353,309,192,Outside of Chicago,West Elsdon,West Lawn,Gage Park,South Lawndale,638,95,63,42,34,,,,14304.9492819,,,,,,,,,,750.936650524878,338.514510813554,0.450789704533591,44.678564467651,0.0594971152845214,4.93870842338703,0.0065767310996674,47.2069804284335,0.0628641316087549,15.2778588518974,0.0203450701749858,35.5472671035055,0.0473372382059914,239.968313023781,0.319558664310834,0,0,16.0586010909798,0.0213847613906652,8.74584632168827,0.0116465833909894,1472,832,784,2458,4021,732,1525,437,0,6,431,1745,270,366,1109,887,342,301,244,2414,1846,378,190,12197,6169,17259,12887,5693,4372,11614,517,509,0,0,0,150,96,1,7461,7875,74,136,375,,,,,,,,,,,,,,,,,,,,,,,,,357d8e4c-853c-400a-a73a-1e7fdc1624d0
63,63,Gage Park,39193,39894,39540,10353,3.81609195402299,34788,2158,8021,8270,6673,5325,2528,1343,470,32.5059101654846,996,32117,1377,224,74,34739,26739,15746,13239,2507,10993,12884,402,12482,7677,1900,2300,423,182,448870,2108,3508,2689,1996,21438,6401,8250,3289,1066,1931,501,2197,2942,1918,1055,1491,698,50111.8677042802,19524.0217316316,10301,5553,4748,746,11047,5085,160,2922,1866,182,103,482,247,5.5594262295082,20,548,892,3849,5738,1938.13088184036,1357,3963,3433,1397,897,1194,3889,345,125,212298.619102417,4691,546,1973,1902,270,0,973.389570552147,8351,938,1950,8092,7663,2209,1578,1650,3228,467,772,1631,1464,637,25721,942,688,1790,304,446,10486,Manufacturing,Retail Trade,Health Care,Administration,Accommodation and Food Service,1545,1312,1133,1115,913,3646,Administration,Wholesale Trade,Retail Trade,Accommodation and Food Service,Other Service,971,659,407,381,248,Outside of Chicago,The Loop,Near West Side,Near North Side,Gage Park,4767,1133,515,486,309,Outside of Chicago,Gage Park,Chicago Lawn,South Lawndale,West Lawn,1602,309,136,109,89,,,,12981.6176307,,,,,,,,,,1406.88664261599,407.01351805872,0.289300861725371,155.484053684132,0.110516404786545,18.0743991716511,0.0128470898963425,65.5991984841462,0.0466272096820608,96.6989776895639,0.0687326005951412,165.145273011084,0.117383496302168,452.138026339929,0.321374880281197,0,0,25.5990231294403,0.018195512242437,21.1341730473237,0.0150219444887375,2417,2013,1530,4341,7517,1212,2784,1022,92,46,884,3985,572,897,2516,1899,722,600,577,3244,2630,502,112,21441,13347,32630,27226,12413,5404,26874,102,169,5,0,0,0,76,0,4811,31079,2743,161,399,,,,,,,,,,,,,,,,,,,,,,,,,66bd46b3-a1c6-4f8d-a966-08525fcf79dc
64,64,Clearing,22331,23139,24473,8884,2.754502476362,24728,1634,4889,5121,5623,4231,1798,846,586,36.7374517374517,8939,14882,461,169,277,24716,19314,12698,11631,1067,6616,11500,808,10692,8525,861,789,357,160,341175,711,3289,3540,1392,16823,2249,5714,3367,1681,2897,915,1171,1764,1600,1030,1965,1402,73778.0401416765,33088.8326997735,8932,6323,2609,434,9366,5223,728,858,713,1397,219,165,63,5.67381722009991,174,720,1460,6016,996,1958.78832116788,1125,2395,4290,849,707,764,3507,1941,91,271426.74834099,2503,0,799,1137,520,47,1161.83834048641,8100,889,832,7905,7750,1027,1302,842,2144,417,305,750,1184,258,18813,760,75,1009,360,700,9795,Education,Health Care,Public Administration,Retail Trade,Manufacturing,1200,1097,1016,1010,908,3281,Construction,Manufacturing,Administration,Accommodation and Food Service,Retail Trade,880,606,523,357,254,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,4290,2268,514,407,230,Outside of Chicago,Clearing,Garfield Ridge,West Lawn,Chicago Lawn,2265,199,74,53,50,,,,15075.0606965,,,,,,,,,,1633.25637112597,517.485276741451,0.316842649990518,78.5815133625936,0.04811339771993,9.98913281558951,0.0061160837895296,44.0044692632528,0.026942781330108,23.6582124921062,0.0144853024365036,124.862191408848,0.0764498419331237,775.304208860271,0.474698413896756,0,0,34.8665836824451,0.0213478938756001,24.5047824994162,0.0150036350279304,2530,2173,1367,2862,5952,702,2980,712,0,8,704,2050,273,520,1257,1600,674,371,555,4320,3212,943,165,18864,5864,23094,13873,4931,9221,11762,1677,26,0,103,30,20,255,0,17047,4688,137,152,307,,,,,,,,,,,,,,,,,,,,,,,,,7ab1c4d6-bcfc-49d9-b001-c95c4d2c88c6
65,65,West Lawn,29235,33355,33662,9244,3.63511466897447,32594,2539,7174,6978,6907,5094,1730,1591,581,33.9334055224689,3996,27397,815,256,130,32561,25052,15496,13765,1731,9556,13611,837,12774,8633,2455,1332,122,232,462550,1182,3020,3266,2156,20172,5460,7398,3096,968,2172,1078,1567,1986,1567,1285,1875,1344,69646.5816917729,25786.3187089648,9624,7201,2423,372,9996,7227,123,1287,330,216,376,421,16,5.98889711324945,142,591,1045,6710,1508,1955.35049706857,571,2896,3174,2673,682,1018,5239,926,9,233839.434276206,2131,13,884,968,243,23,1059.24753867792,8400,1099,1224,8303,8093,1321,1053,1611,2664,769,770,991,1177,622,23700,1242,370,988,377,929,10836,Manufacturing,Health Care,Retail Trade,Administration,Education,1503,1242,1197,1079,917,6489,Administration,Manufacturing,Retail Trade,Accommodation and Food Service,Education,1968,1560,826,503,412,Outside of Chicago,The Loop,Near West Side,Near North Side,West Lawn,4745,1642,534,470,436,Outside of Chicago,West Lawn,Chicago Lawn,Ashburn,Gage Park,2963,436,302,204,164,,,,14828.1799326,,,,,,,,,,1889.68652965689,613.80648186354,0.324819207964079,86.0647570858767,0.0455444623937196,9.79628453422395,0.00518407914777413,163.311399202062,0.0864224815275127,111.866322015876,0.0591983486468457,195.10794502718,0.1032488415222,636.487239995851,0.336821599776879,0,0,17.3658375062131,0.00918979800812053,55.8802624260655,0.0295711810128697,2294,2083,1310,3937,7002,1177,2622,876,0,19,857,2376,254,319,1803,1532,767,166,599,4395,3299,988,108,21967,10627,30055,22842,9396,7213,21651,357,43,55,151,0,48,527,10,12540,15179,760,272,484,,,,,,,,,,,,,,,,,,,,,,,,,a80890bd-d82f-4e10-9c13-003a8902af5d
66,66,Chicago Lawn,61412,55628,55931,17041,3.28055865266123,52464,4328,10470,12693,10031,7673,3602,3259,408,33.1276026174896,1150,30545,19343,253,1173,52364,40732,24431,20251,4180,16301,19731,882,18849,11414,4057,2945,198,235,724110,4265,6986,4076,2235,33068,7644,13396,6635,2049,2434,910,4790,4910,3096,1856,1876,1034,43293.4926958831,20906.827958219,17562,8298,9264,1783,19345,8039,252,4403,3523,1737,547,750,94,5.76311550851358,13,1172,2352,8434,7374,1949.32076236821,2449,7390,5775,2474,1257,2162,5334,615,187,205137.78608127,9091,674,3783,3537,956,141,1008.61565420561,14596,3227,2966,13902,13449,3660,2981,3241,6222,1006,1714,2382,3636,1582,39323,2442,672,3365,1068,1117,15694,Health Care,Retail Trade,Manufacturing,Administration,Transportation,2405,1851,1779,1723,1276,3625,Retail Trade,Health Care,Accommodation and Food Service,Other Service,Education,1059,998,350,266,239,Outside of Chicago,The Loop,Near North Side,Near West Side,New City,7064,1997,836,739,307,Outside of Chicago,Chicago Lawn,Ashburn,West Lawn,Gage Park,1683,289,109,91,81,,,,12065.6865679,,,,,,,,,,2256.1524741452,670.325039379425,0.297109812861116,254.813332118207,0.112941538764905,32.6801959319937,0.0144849234732574,99.3119892670912,0.0440182968151201,65.4260699910243,0.0289989576240021,58.3476870225636,0.025861588563366,704.193634008658,0.312121473206485,0,0,308.415497708868,0.13669975821369,62.6390287173737,0.0277636504780582,5664,3929,3053,4916,11562,2137,6000,2213,0,140,2073,7045,704,1113,5228,3012,917,997,1098,4746,3826,762,158,38906,13558,48136,26907,12053,21229,25674,35,0,238,0,0,79,675,206,6190,21534,32240,393,1055,,,,,,,,,,,,,,,,,,,,,,,,,60dcfec0-4f19-45f3-97af-55bfc6c1be00
67,67,West Englewood,45282,35505,29647,9971,2.9648982047939,25772,1787,4489,5673,4011,4838,2625,1812,537,38.4780994803266,255,4426,20508,79,504,25567,20943,10441,8250,2191,10502,7747,509,7238,4308,778,2006,52,94,271360,3208,4214,1697,705,17524,4010,6918,3846,999,1155,596,4133,2689,1170,556,799,477,29233.6956521739,19453.0519944125,9824,4810,5014,2815,12639,6992,126,3142,1501,241,102,524,11,6.10595686408764,212,582,1119,3789,6937,1935.54922877324,1025,3625,4961,1946,1082,2910,1586,269,45,126706.642066421,4721,414,1668,1943,683,13,1062.44394618834,8297,2202,1527,7727,7160,2097,1861,2905,4766,814,1123,1867,3395,1436,20045,2221,266,2522,842,1136,8431,Health Care,Retail Trade,Administration,Transportation,Manufacturing,1666,1021,932,766,638,1331,Health Care,Retail Trade,Education,Accommodation and Food Service,Wholesale Trade,505,382,116,71,63,Outside of Chicago,The Loop,Near North Side,Near West Side,New City,3483,1285,584,391,154,Outside of Chicago,West Englewood,Chicago Lawn,Auburn Gresham,Brighton Park,607,50,43,31,29,,,,9720.7878313,,,,,,,,,,2018.95765631822,475.528222666127,0.235531548261048,185.474873215586,0.0918666484337359,15.5053084296545,0.00767985815905124,52.1282490044969,0.0258193869699864,94.8664365636671,0.0469878287277534,41.3541999578477,0.0204829456568502,753.827895043474,0.373374792029149,0,0,83.8820217887274,0.0415471921990157,316.390449648642,0.156709799563411,3893,2104,1473,2354,5602,1402,4222,2528,54,93,2381,3812,470,617,2725,1055,459,364,232,1810,1476,334,0,23702,2070,23985,3673,1781,20312,3533,1,24,0,0,36,24,22,33,164,459,44271,29,359,,,,,,,,,,,,,,,,,,,,,,,,,e8da5673-242e-4ad8-b3a4-d2d698982a35
